concept,prompt
paragraph2sentence.train-cqa-308-2,Comment connecter mes podcasts FeedBurner et mes vidéos YouTube à mon flux sur iTunes ?
paragraph2sentence.train-cqa-309-1,ok  donc chaque fois que je vais sur Internet pour faire des recherches  jouer à des jeux  etc.  cela cesse toujours de fonctionner. Il y a ce truc qui apparaît et qui dit qu'Internet Explorer ne fonctionne pas. Microsoft recherche une solution. Internet redémarre. je veux dire  comme quoi  bon sang ??  ça devient vraiment ennuyeux. s'il vous plaît  aidez-moi. Y a-t-il un moyen de résoudre ce problème sans rien télécharger ? merci
paragraph2sentence.train-cqa-309-2,Pourquoi mon ordinateur affiche-t-il une fenêtre contextuelle indiquant qu'Internet ne fonctionne pas chaque fois que je l'utilise et comment puis-je l'arrêter ?
paragraph2sentence.train-cqa-310-1,Je pars en voyage à l'étranger et j'aimerais tenir un blog  mais je n'aurai réellement accès à mon BlackBerry que pour mettre à jour le blog que j'aimerais conserver. Quel site fonctionnerait bien sur un blackberry  de préférence même pour ajouter des photos ?
paragraph2sentence.train-cqa-310-2,Quel site Web prend en charge la rédaction d'un blog avec des images directement à partir d'un téléphone BlackBerry ?
paragraph2sentence.train-cqa-311-1,Je veux savoir si JavaScript est activé. Comment puis-je le vérifier ? (<- sur Mozilla Firefox)
paragraph2sentence.train-cqa-311-2,Comment puis-je savoir si JavaScript est activé ?
paragraph2sentence.train-cqa-312-1,ok  donc j'ai regardé du porno sur mon iPod pendant longtemps et un jour j'ai essayé de regarder une vidéo et cette étrange page pleine de chiffres et de symboles est apparue. cela arrive sur tous les sites. mes parents contrôlent les heures de connexion Wi-Fi et autres  donc je me demande s'ils l'ont bloqué ? ou est-ce que j'ai un virus ? besoin d'une mise à jour ? s'il te plaît  je voudrais que tu saches quelque chose  dis-moi ci-dessous
paragraph2sentence.train-cqa-312-2,À quoi servent exactement les filtres parentaux et comment affectent-ils l’affichage des sites Web ?
paragraph2sentence.train-cqa-313-1,Je sais comment supprimer l'historique par la suite  mais comment puis-je empêcher l'affichage de l'historique en premier lieu ? J'ai Internet Explorer 8 et chaque fois que j'ouvre un nouvel onglet  la page affiche toujours l'historique sous le couvert de : "Afficher les onglets que vous avez fermés depuis le démarrage d'Internet Explorer". Sans même essayer  n’importe qui peut voir exactement ce que je regarde. Comment puis-je empêcher l'affichage d'une liste ou des sites Web précédemment visités ? Les informations sont assez détaillées ; par exemple  il n'affiche pas seulement réponses.yahoo.com ; il montre plutôt le titre exact de la question que je regardais. Bah  ça m'énerve énormément. Merci.
paragraph2sentence.train-cqa-313-2,Comment puis-je empêcher IE 8 d'afficher les sites Web spécifiques que j'ai visités pour la dernière fois lorsque j'ouvre un nouvel onglet ?
paragraph2sentence.train-cqa-314-1,Je souhaite ouvrir un compte Paypal pour pouvoir utiliser eBay  mais je ne sais pas quel type de compte obtenir. Je veux acheter des choses  mais aussi vendre certaines choses dont je n’ai plus besoin ou dont je n’utilise plus. Alors quelqu'un peut-il me dire de quel type ? Je sais que ce n'est pas du business  mais lequel des deux autres ?
paragraph2sentence.train-cqa-314-2,problème de connexion à eBay  quelqu'un peut-il me donner des conseils ?
paragraph2sentence.train-cqa-315-1,J'ai accidentellement enchéri sur quelque chose et je serai probablement le gagnant. Existe-t-il des moyens de se retirer des enchères sur l'article ? Que se passerait-il si je ne payais pas ? Je ne sais pas quoi faire...
paragraph2sentence.train-cqa-315-2,Quelles sont les meilleures sonneries pop gratuites disponibles sur Myxer et fonctionnant avec Verizon ?
paragraph2sentence.train-cqa-316-1,Je suis sur un Mac exécutant Snow Leopard (10.6) et j'ai parfois des problèmes mineurs avec Safari  je cherche donc à télécharger un navigateur secondaire. J'ai déjà utilisé Firefox et je pensais que c'était bien  mais je n'ai jamais utilisé Chrome. Quelqu'un ayant de l'expérience sur l'un de ces navigateurs sur un Mac peut-il me dire les hauts et les bas ?
paragraph2sentence.train-cqa-316-2,Chrome fonctionne-t-il mieux que Safari sur Mac ?
paragraph2sentence.train-cqa-317-1,J'ai Safari  Google Chrome  Opera  Camino  Firefox et flock sur mon Mac. Existe-t-il d'autres navigateurs Web VRAIMENT rapides ?
paragraph2sentence.train-cqa-317-2,Quels navigateurs sont pris en charge sur un Mac ?
paragraph2sentence.train-cqa-318-1,Disons que je reçois un cadeau en argent sur Paypal et que je le garde sur mon compte Paypal. La prochaine fois que j'achèterai quelque chose sur eBay et que je paierai via Paypal  l'argent offert sera-t-il utilisé ou l'argent proviendra-t-il de ma carte de débit comme c'est le cas normalement ?
paragraph2sentence.train-cqa-318-2,Existe-t-il un site Web en anglais avec une biographie du Dr Gerhard Stalling ?
paragraph2sentence.train-cqa-319-1,J'aimerais connaître de bons sites pour télécharger des fichiers tels que des vidéos ou de la musique. Des recommandations ?
paragraph2sentence.train-cqa-319-2,Quels sites sont les meilleurs pour télécharger des trucs ?
paragraph2sentence.train-cqa-320-1,1. Un vendeur sur eBay peut-il accepter un paiement par carte de crédit  ou tous les paiements sur Ebay doivent-ils désormais passer par PayPal ? J'essaie de savoir si vous pouvez utiliser une carte de crédit pour effectuer un paiement sans avoir de compte PayPal. Je réalise que lorsque vous payez un vendeur  vous envoyez le paiement à l'adresse PayPal du vendeur.
paragraph2sentence.train-cqa-320-2,Puis-je acheter des objets sur eBay avec une carte de crédit ou ai-je besoin d'un compte PayPal ?
paragraph2sentence.train-cqa-321-1,Je l'utilise pour obtenir un code intégré afin de pouvoir publier des podcasts sur mon blog. Cependant  je ne veux pas que tout le monde puisse les entendre  et archive.org les rend publics. Existe-t-il une alternative à l'archivage ou ailleurs  je peux obtenir un code d'intégration pour mon podcast ? (Ou puis-je rendre mon compte archive.org privé ?) Merci !
paragraph2sentence.train-cqa-321-2,Où puis-je diffuser des webcasts ou des podcasts privés  ou ai-je besoin d'une sorte de code pour les faire fonctionner ?
paragraph2sentence.train-cqa-322-1,ok  je suis avec Bell pour mon Internet  et depuis hier soir  mon Internet est HORRID. personne ne télécharge quoi que ce soit chez moi  et en ce moment  Internet est utilisé pour ma Xbox (mais même pas pour jouer en ligne) par mon frère sur MSN et moi  sur Yahoo Answers. cela ne devrait pas rendre mon Internet aussi lent ! une idée de ce qui se passe ? Peut-être quelque chose du côté de Bell ? si c'est le cas  que font-ils ? Parce que ça m'arrive environ 3 fois par mois. C'est tellement grave que je devrais attendre 30 minutes juste pour charger une vidéo YouTube de 3 1/2 minutes
paragraph2sentence.train-cqa-322-2,Mon Internet est-il si lent à cause de mon fournisseur (Bell) ou est-ce quelque chose que je fais  comme connecter ma Xbox ?
paragraph2sentence.train-cqa-323-1,J'utilise Windows Vista sur mon ordinateur portable Compaq. La dernière fois que j'ai installé l'antivirus Norton  j'ai échoué. Passé ce délai  je ne peux plus accéder à Internet  mais je peux appeler avec Skype. Quel est le problème ? Veuillez résoudre mon problème.
paragraph2sentence.train-cqa-323-2,J'ai essayé d'utiliser ClamAV mais cela n'a pas fonctionné.
paragraph2sentence.train-cqa-324-1,L'application Crack et Cracker pour iPhone ne fonctionne pas. existe-t-il une alternative pour PC ?
paragraph2sentence.train-cqa-324-2,Quelles sont les bonnes solutions de jailbreak pour mon iPhone ?
paragraph2sentence.train-cqa-325-1,Certaines personnes sur ce site Web voient leur question publiée sur le site de quelqu'un d'autre  avec leur nom d'utilisateur à côté. Est-ce que cela m'arrivera si je crée un compte ? Car pour l’instant  sans faire de compte personne ne sait que c’est moi qui pose la question.
paragraph2sentence.train-cqa-325-2,L’anonymat des questions permet aux gens d’être libres dans leurs explications et d’éviter de craindre le jugement de leurs pairs ou les représailles.
paragraph2sentence.train-cqa-326-1,Mon téléphone portable n'est pas livré avec une radio et je me demandais si je pouvais le télécharger d'une manière ou d'une autre... est-ce possible ?
paragraph2sentence.train-cqa-326-2,Comment fonctionnent les radios sur les téléphones portables ?
paragraph2sentence.train-cqa-327-1,J'ai été membre de quelques forums de sites Web et chacun semble être repris par un groupe de femmes garces qui se comportent comme des brutes à l'école et ont besoin que d'autres idiots les rejoignent pour faire partie du gang car elles sont trop stupides ou effrayées pour parler pour elles-mêmes. Le premier était un forum de discussion sur la coiffure et le maquillage et le dernier est une page de fans sur Facebook pour Craig Busch  l'homme lion. Ce n'est pas seulement moi. Je vois d'autres personnes être victimes d'intimidation et lorsque je dénonce cela  je me fais simplement attaquer par les membres du gang et je suis moi-même victime d'intimidation. Pourquoi des groupes de femmes soi-disant adultes sont-ils ainsi ?
paragraph2sentence.train-cqa-327-2,Pourquoi un groupe de femmes adultes devient-il comme des intimidateurs lorsqu'elles interagissent sur des forums en ligne ?
paragraph2sentence.train-cqa-328-1,Je viens de commander un jeu vidéo sur eBay via Prizerebel. Combien de temps faudra-t-il pour le traitement/livraison ? Vont-ils me contacter par téléphone ? Et si quelqu’un l’achète avant de le traiter ? Merci pour votre aide.
paragraph2sentence.train-cqa-328-2,Comment se déroule le processus d'achat via prizerebel sur Ebay ?
paragraph2sentence.train-cqa-329-1,Je lis des critiques sur les sites d'enquête et j'entends toujours des gens se plaindre des « enquêtes OTX ». De quoi parlent-ils et comment savoir si une enquête à laquelle vous participez est une OTX ?
paragraph2sentence.train-cqa-329-2,Les répondants à l'enquête proviennent d'un groupe équilibré de sociétés payantes et OTX.
paragraph2sentence.train-cqa-330-1,Je n'ai pas de compte Formspring  donc il ne propose pas l'option « Anonyme » lorsque je souhaite poser une question. Sera-t-il toujours anonyme si je pose une question  même si je la pose en étant connecté à mon compte Facebook ?
paragraph2sentence.train-cqa-330-2,Si je n'ai pas de compte Formspring  serai-je anonyme si je pose une question lorsque je suis également connecté à Facebook ?
paragraph2sentence.train-cqa-331-1,La limite de Megavideo est censée être de 72 minutes  mais parfois après environ 10 minutes  la vidéo s'arrête et elle m'indique que j'ai atteint la limite de 72 minutes.  Est-ce que cela arrive à quelqu'un d'autre ? Et y a-t-il un moyen d'éviter la limite ?
paragraph2sentence.train-cqa-331-2,Puis-je utiliser un cordon téléphonique ordinaire pour connecter mon modem DSL ?
paragraph2sentence.train-cqa-332-1,Je recherche un endroit avec un chat vocal sur le Web où je peux réunir un groupe d'environ 20 personnes maximum qui peuvent toutes parler au micro sans avoir à demander à tout le monde de d/l un client. Des suggestions ? Ne suggérez pas Vent/Teamspeak  etc.  je sais que c'est une meilleure idée mais pas une option.
paragraph2sentence.train-cqa-332-2,J'ai besoin d'une solution de conférence vocale basée sur le Web pour un groupe d'une vingtaine de personnes.
paragraph2sentence.train-cqa-333-1,Je suis actuellement en train de créer une histoire pour un petit truc d'anime/manga (je suppose qu'ici en Amérique  on appellerait ça un « dessin animé »). je voulais l'envoyer à deviantart car je pourrais alors également envoyer les photos de couverture correspondantes du chapitre. Mais il semblerait que je sois un noob chez Deviantart. comment puis-je soumettre des histoires ? (j'ai besoin de très bons détails car je n'ai presque aucune idée de quoi faire ici.)
paragraph2sentence.train-cqa-333-2,De plus  existe-t-il de bons endroits pour obtenir des commentaires sur l'écriture/l'histoire ?
paragraph2sentence.train-cqa-334-1,J'ai ce virus svchost.exe  j'ai réussi à l'empêcher d'utiliser tout le processeur mais il continue de mettre des chevaux de Troie dans mon dossier C:\WINDOWS\Temp. AVG continue d'apparaître toutes les 5 minutes avec un nouveau et je ne sais pas comment l'arrêter ! J'ai exécuté Malaware  Spybot S&D  AVG et ESET qui ne trouvent que les virus dans le dossier temporaire et non la source. Quelqu'un peut-il m'aider ?x
paragraph2sentence.train-cqa-334-2,Comment puis-je me débarrasser du virus svchost.exe lorsqu'aucun des logiciels antivirus ne semble fonctionner (AVG  Malaware  etc.) ?
paragraph2sentence.train-cqa-335-1,Hier  une femme est venue chez moi pour me prévenir que ma maison est sur Craigslist ! Elle a dit que c'était probablement un Nigérian et une sorte d'arnaque. Il y a des photos de ma maison (intérieur/extérieur). Il contient toutes les informations  le nombre de chambres  de salles de bains  l'année de construction  etc. Je n'y ai certainement pas mis ma maison  et il est écrit « À louer » et le prix. Que dois-je faire?!?!
paragraph2sentence.train-cqa-335-2,Comment savoir combien facturer les frais d’expédition lors de la vente sur Ebay ?
paragraph2sentence.train-cqa-336-1,Je vais toujours sur postsecret [dot ]blogspot [dot] com mais je n'ai aucune idée de comment accéder à la page suivante... Je ne vois rien sur lequel je pourrais cliquer... Quelqu'un peut-il me dire comment accéder à la page suivante ? Je ne comprends vraiment pas...
paragraph2sentence.train-cqa-336-2,Le blog de PostSecret a-t-il une deuxième page ?
paragraph2sentence.train-cqa-337-1,Par exemple  j'ai un piano très vieux et TRÈS lourd que j'envisage d'essayer de vendre sur eBay. Mais ce que je me demande  c'est si quelque chose d'aussi gros  puis-je simplement l'expédier avec USPS ? Comment puis-je expédier de gros objets ?
paragraph2sentence.train-cqa-337-2,Quelle est la chose la plus importante que le service postal américain expédiera ?
paragraph2sentence.train-cqa-338-1,Une de mes autres écoles avait un site Web sur lequel je peux télécharger des fichiers. N'importe quel fichier. Comme un document Microsoft Word  un diaporama Powerpoint  une image JPEG de Microsoft Paint ... peu importe. Mais maintenant  je n'ai plus accès à mon compte là-bas. Alors... existe-t-il un autre site Web sur lequel je peux télécharger des éléments  les ouvrir à partir d'un autre ordinateur et les télécharger à partir de là ???
paragraph2sentence.train-cqa-338-2,Existe-t-il un site Web sur lequel je peux stocker mes fichiers  puis les télécharger sur un autre ordinateur ?
paragraph2sentence.train-cqa-339-1,Je me demande simplement ce que les gens qui écrivent des chaînes de lettres qui vous menacent en retirent ?  Comme ceux qui disent « envoyez ceci à 10 personnes ou quelque chose de grave arrivera ».  Est-ce simplement de la pure immaturité ou en retirent-ils quelque chose ?
paragraph2sentence.train-cqa-339-2,Si vous aviez une carte-cadeau Amazon de 35 $  à quoi la dépenseriez-vous ?
paragraph2sentence.train-cqa-340-1,J'ai juste envie de rencontrer des gens en ligne  c'était sur Yahoo! Messenger mais cela s'est mal passé  alors quelque chose que vous recommanderiez ? La bourse de IM me manque en quelque sorte. Merci beaucoup.
paragraph2sentence.train-cqa-340-2,Où puis-je discuter avec de nouvelles personnes en ligne ?
paragraph2sentence.train-cqa-341-1,chaque fois que j'essaie de chercher quelqu'un  ça dit : une erreur s'est produite lors du traitement de la demande : la recherche est actuellement indisponible. aide ? comment puis-je le rendre disponible ? haha :) merci <3
paragraph2sentence.train-cqa-341-2,Comment rechercher quelqu’un en ligne ?
paragraph2sentence.train-cqa-342-1,Je souhaite acheter du crédit Skype. Je suis au Canada. Puis-je aussi appeler l’Afrique/le Nigéria ?
paragraph2sentence.train-cqa-342-2,Pouvons-nous faire une vidéoconférence avec plusieurs personnes en même temps en utilisant Skype ?
paragraph2sentence.train-cqa-343-1,Récemment  mes tweets ont été supprimés et n'apparaissent plus. Hier j'en étais à 224 tweets  aujourd'hui j'en suis à 204 tweets. Pourquoi cela se produit-il ? O.o
paragraph2sentence.train-cqa-343-2,Qu’est-ce qui fait baisser le volume des tweets ?
paragraph2sentence.train-cqa-344-1,À des moments évidemment chargés sur le net.  J'utilise Firefox via Orange.  Quelqu'un d'autre a eu un problème s'il vous plaît ?
paragraph2sentence.train-cqa-344-2,Ma connexion Internet ralentit énormément.
paragraph2sentence.train-cqa-345-1,salut  j'ai quelques petites choses que je souhaite vendre en ligne. je voulais utiliser Paypal mais je suppose que je perds de l'argent lorsque je vends quelque chose (ou quelque chose comme ça)  donc je ne veux pas perdre ce petit profit. Je suis étudiant en ce moment et j'aimerais cet argent pour pouvoir l'investir dans un ordinateur portable lorsque j'irai à l'université (il me reste encore 1 an et demi). existe-t-il un site Web sur lequel je peux vendre des choses afin d'obtenir tout l'argent que je demande ? et c'est plutôt un truc de vendeur-client ?
paragraph2sentence.train-cqa-345-2,Quel pourcentage PayPal gagne-t-il sur chaque achat ?
paragraph2sentence.train-cqa-346-1,Bonjour  j'habite dans une zone très rurale et je souhaite me procurer une carte Internet sans fil que je peux simplement connecter à mon ordinateur sans me soucier de la réception. Comment ça marche ? Puis-je les obtenir moi-même ou dois-je également acheter un téléphone  etc. ? J'ai regardé Sprint et AT&T et il semble qu'ils souhaitent également que vous l'obteniez avec un téléphone. Est-ce juste un gadget pour essayer de vendre des téléphones ? De toute façon  j’aurai besoin d’une autre compagnie de téléphone  alors dois-je les réunir ? Quelle entreprise proposez-vous ?
paragraph2sentence.train-cqa-346-2,Ai-je besoin d’un téléphone pour obtenir une carte Internet sans fil ?
paragraph2sentence.train-cqa-347-1,Ok  sur la boutique Poptropica  j'ai acheté la Maison Hantée gratuite. Je l'ai visité  mais maintenant je veux en sortir ! Comment faire ??
paragraph2sentence.train-cqa-347-2,Comment sortir de la maison hantée sur Poptropica ?
paragraph2sentence.train-cqa-348-1,Selon vous  quel a été l'impact sur les fournisseurs d'accès Internet britanniques depuis la sortie du streaming multimédia en ligne  pas tellement YouTube mais plus le lecteur BBCi  ils autorisent le streaming de contenu HD et il est extrêmement populaire... cela a sûrement mis beaucoup de pression sur les serveurs des fournisseurs.  Ont-ils dû dépenser une fortune pour mettre à niveau ?
paragraph2sentence.train-cqa-348-2,La vidéo HD représente plus de 50 % de la bande passante consommée en Grande-Bretagne un soir de semaine moyen.
paragraph2sentence.train-cqa-349-1,Dans mon histoire  mon tueur utilise son ordinateur mais je ne sais pas si je devrais le faire. D'après ce que j'ai compris (films mdr)  ils ne peuvent pas vraiment retracer votre ordinateur si vous l'utilisez dans un café sans fil ou un Starbucks  n'est-ce pas ? Si non  veuillez préciser
paragraph2sentence.train-cqa-349-2,Les établissements McDonalds et Starbucks offrent désormais le Wi-Fi gratuit à leurs clients et de nombreuses autres entreprises emboîtent le pas.
paragraph2sentence.train-cqa-350-1,Depuis que mon université a modifié la connexion Internet  probablement pour la rendre plus rapide  j'ai des problèmes avec les webcams et les vidéos en général chargées sur les sites Web. J'ai essayé de vider le cache  d'activer les cookies et de vérifier le pare-feu. J'ai aussi les versions à jour d'Adobe Flash et Java mais rien ne semble fonctionner. quelqu'un a des conseils ou des suggestions ? Merci
paragraph2sentence.train-cqa-350-2,J'ai essayé la plupart des correctifs standard (comme vider le cache)  mais quelqu'un a-t-il des suggestions sur la façon d'améliorer les performances lorsque vous regardez des vidéos et des webcams en ligne ?
paragraph2sentence.train-cqa-351-1,J'ai dix ans et j'ai un appareil photo vraiment professionnel. Il peut prendre des photos de mise au point  il peut éditer des photos  donc cela signifie que c'est totalement génial. J'aimerais vraiment des sites Web de partage d'images sur lesquels je peux partager des photos d'aspect professionnel. J'ai besoin d'un site Web qui autorise les enfants de dix ans. Pouvez-vous m'aider?
paragraph2sentence.train-cqa-351-2,Quels sites Web permettent aux mineurs de partager les photos qu’ils ont prises ?
paragraph2sentence.train-cqa-352-1,Je me demandais simplement comment envoyer des messages aux gens. Je n'ai pas de Twitter moi-même  mais quand vous regardez le Twitter de quelqu'un et qu'un tweet a le nom de quelqu'un d'autre au début  est-ce que cela vient de cette personne ou de la personne sur Twitter sur laquelle vous êtes ?
paragraph2sentence.train-cqa-352-2,Si je souhaite envoyer des réponses  ai-je également besoin d’un compte Twitter ?
paragraph2sentence.train-cqa-353-1,J'ai 2 de mes propres connexions  mais en cherchant mon routeur  j'ai vu des tonnes de routeurs d'autres personnes. Est-il illégal de se connecter au routeur non protégé de quelqu'un ? J'ai entendu dire que c'était légal s'ils ne sont pas protégés. Quelqu'un peut-il également modifier les paramètres de mon routeur s'il s'en éloigne. Je pense à le sécuriser  je déteste juste le truc du mot de passe.
paragraph2sentence.train-cqa-353-2,Quelle est la meilleure façon de sécuriser votre propre routeur ?
paragraph2sentence.train-cqa-354-1,eh bien  c'est comme si j'utilisais eBay pour la première fois. et je veux acheter cette affiche. donc si j'appuie sur « acheter maintenant »  cela signifie-t-il que c'est le mien et qu'il me sera expédié ? ou d'autres personnes peuvent-elles encore enchérir dessus ? Je ne veux pas dépenser plus d’argent que je ne devrais. ou je dois de l'argent à quelqu'un que je ne connais pas.
paragraph2sentence.train-cqa-354-2,Si j'utilise le bouton « Acheter maintenant » sur eBay  ai-je acheté l'objet ou d'autres personnes pourront-elles toujours enchérir dessus ?
paragraph2sentence.train-cqa-355-1,J'ai besoin de créer environ 10 à 20 comptes de messagerie pour un projet sur lequel je travaille  mais je ne veux pas m'asseoir et passer par le processus fastidieux consistant à trouver un nom d'utilisateur et un mot de passe valides  à remplir le captcha  etc. Existe-t-il un moyen de le faire rapidement et facilement  ou au moins un service d'hébergement de messagerie qui ne prend pas 10 minutes pour créer un compte ?
paragraph2sentence.train-cqa-355-2,J'ai vendu mon 1er article sur eBay et j'ai reçu d'excellents retours  dois-je remercier la personne ?
paragraph2sentence.train-cqa-356-1,Je viens de mettre à jour la dernière version de Firefox. Désormais  chaque fois que j'ouvre un nouvel onglet  je reçois une boîte intitulée « Alerte » qui dit « Firefox ne sait pas comment ouvrir cette adresse  car le protocole (mhtb) n'est associé à aucun programme ». Comment puis-je l'empêcher de m'en alerter ? C'est ennuyeux !
paragraph2sentence.train-cqa-356-2,Quelle est la différence entre http et mhtb ?
paragraph2sentence.train-cqa-357-1,Je souhaite brancher un ordinateur dans une autre pièce (afin de pouvoir avoir accès à Internet dans 2 pièces différentes). Dois-je contacter la compagnie de téléphone et payer des frais supplémentaires ou y a-t-il un moyen de l'avoir dans les deux pièces sans avoir une autre boîte ? Je n'en ai aucune idée... toute aide serait appréciée. Merci!
paragraph2sentence.train-cqa-357-2,Est-ce que connecter un deuxième ordinateur à internet (dans une autre pièce) nécessite de contacter l'opérateur téléphonique et/ou de payer plus cher  ou est-ce que je n'ai pas besoin d'un deuxième boîtier de connexion ?
paragraph2sentence.train-metaphoric-358-1,Les Grenouilles  affligées de n'avoir aucun souverain établi  envoyèrent des ambassadeurs à Jupiter pour implorer un roi.  Percevant leur simplicité  il jeta une énorme bûche dans le lac.  Les grenouilles furent terrifiées par le clapotis provoqué par sa chute et se cachèrent dans les profondeurs de l'étang.  Mais dès qu’ils se rendirent compte que l’énorme bûche était immobile  ils nageèrent de nouveau jusqu’à la surface de l’eau  chassèrent leurs craintes  grimpèrent et commencèrent à s’accroupir dessus avec mépris.  Après quelque temps  ils commencèrent à se croire maltraités par la nomination d'un souverain aussi inerte  et envoyèrent une seconde députation à Jupiter pour prier qu'il établisse à leur tête un autre souverain.  Il leur donna ensuite une Anguille pour les gouverner.  Quand les Grenouilles découvrirent sa bonne humeur facile  elles envoyèrent une troisième fois à Jupiter pour le prier de leur choisir encore un autre Roi.  Jupiter  mécontent de toutes leurs plaintes  envoya un héron  qui s'en prenait aux grenouilles jour après jour jusqu'à ce qu'il n'en reste plus aucune pour coasser sur le lac.
paragraph2sentence.train-metaphoric-358-2,Faites attention à ce que vous demandez.
paragraph2sentence.train-metaphoric-359-1,Une fourmi se rendit au bord d'une rivière pour étancher sa soif  et  emportée par le courant du ruisseau  elle fut sur le point de se noyer.  Une colombe assise sur un arbre au-dessus de l'eau cueillit une feuille et la laissa tomber dans le ruisseau près d'elle.  La fourmi grimpa dessus et flotta en toute sécurité jusqu'à la rive.  Peu de temps après  un oiseleur vint se placer sous l'arbre et déposa ses brindilles de tilleul pour la colombe qui était assise dans les branches.  La Fourmi  apercevant son dessein  le piqua au pied.  Dans la douleur  l'oiseleur jeta les brindilles et le bruit fit s'envoler la colombe.
paragraph2sentence.train-metaphoric-359-2,Faites preuve de gentillesse  car elle peut vous revenir en cas de besoin.
paragraph2sentence.train-metaphoric-360-1,Un Serpent au cours de ses pérégrinations entra dans l'atelier d'un armurier.  Alors qu'il glissait sur le sol  il sentit sa peau piquée par un dossier posé là.  En colère  il se retourna vers lui et essaya d'y enfoncer ses crocs ; mais il ne put faire aucun mal au fer lourd et dut bientôt céder à sa colère.
paragraph2sentence.train-metaphoric-360-2,Les limes en fer sont suffisamment dures pour être utilisées dans la plupart des travaux de métal.
paragraph2sentence.train-metaphoric-361-1,Un geai s'aventurant dans une cour où se promenaient les paons  y trouva un certain nombre de plumes tombées des paons pendant leur mue.  Il les attacha tous à sa queue et se pavana vers les paons.  Lorsqu'il s'approcha d'eux  ils découvrirent bientôt le tricheur  et s'avançant vers lui  le becquetèrent et lui arrachèrent les plumes qu'il avait empruntées.  Le Geai ne pouvait donc pas faire mieux que de retourner vers les autres Jays  qui avaient observé son comportement de loin ; mais ils furent également ennuyés contre lui et lui dirent : « Ce ne sont pas seulement les belles plumes qui font les beaux oiseaux. »
paragraph2sentence.train-metaphoric-361-2,Les paons perdent les plumes de leur queue lors de la mue.
paragraph2sentence.train-metaphoric-362-1,Un jeune berger  qui surveillait un troupeau de moutons près d'un village  faisait sortir les villageois à trois ou quatre reprises en criant : « Loup ! Loup!'  et quand ses voisins venaient l'aider  il se moquait d'eux pour leurs douleurs.  Le loup  cependant  est enfin arrivé.  Le berger  maintenant vraiment alarmé  cria dans une agonie de terreur : « Je vous prie  venez m'aider ; le loup tue le mouton » ; mais personne ne prêta attention à ses cris ni ne lui prêta assistance.  Le loup  n'ayant aucune raison de craindre  lacérait ou détruisait à loisir tout le troupeau.
paragraph2sentence.train-metaphoric-362-2,Les premiers bergers utilisaient des appels vocaux pour alerter les personnes à proximité de la présence de prédateurs.
paragraph2sentence.train-metaphoric-363-1,Un lion et un ours s'emparèrent d'un chevreau au même moment et se battirent farouchement pour sa possession.  Lorsqu'ils s'étaient terriblement lacérés et qu'ils étaient évanouis par le long combat  ils se couchèrent épuisés de fatigue.  Un Renard  qui les avait contournés plusieurs fois de loin  les vit tous deux étendus par terre  avec le Kid étendu au milieu  intact.  Il courut entre eux et  s'emparant du Kid  il s'enfuit aussi vite qu'il le put.  Le Lion et l'Ours l'aperçurent  mais ne pouvant se relever  dirent : « Malheur à nous  car nous n'aurions dû nous battre et nous fatiguer que pour servir le tour d'un renard. »
paragraph2sentence.train-metaphoric-363-2,Les lions et les ours se disputent les mêmes sources de nourriture.
paragraph2sentence.train-metaphoric-364-1,Un ours tombe sur une bûche où un essaim d'abeilles avait niché pour faire leur miel. Alors qu'il fouinait  une seule petite abeille s'est envolée du rondin pour protéger l'essaim. Sachant que l'ours mangerait tout le miel  la petite abeille le piqua violemment au nez et retourna dans la bûche. Cela a mis l’ours dans une colère noire. Il frappa la bûche avec ses grosses griffes  déterminé à détruire le nid d'abeilles à l'intérieur. Cela n'a fait qu'alerter les abeilles et  en un clin d'œil  l'essaim d'abeilles tout entier s'est envolé de la bûche et a commencé à piquer l'ours de la tête aux talons. L'ours s'est sauvé en courant et en plongeant dans l'étang le plus proche.
paragraph2sentence.train-metaphoric-364-2,Le loup obéit  et pendant qu'il jouait de la flûte et que le Kid dansait  des chiens entendant le son accoururent et commencèrent à poursuivre le loup.
paragraph2sentence.train-metaphoric-365-1,Un enfant était perché au sommet d'une maison et  baissant les yeux  il vit un loup passer sous lui.  Immédiatement  il commença à injurier et à attaquer son ennemi.  « Meurtrier et voleur  s'écria-t-il  que faites-vous ici près des maisons des honnêtes gens ?  Comment oses-tu apparaître là où tes actes ignobles sont connus ?  "Maudis-toi  mon jeune ami"  dit le loup.
paragraph2sentence.train-metaphoric-365-2,Un homme peut sourire mais être un méchant.
paragraph2sentence.train-metaphoric-366-1,Un garçon mit la main dans un pichet plein de noisettes.  Il en saisit autant qu'il pouvait en tenir  mais lorsqu'il essaya de retirer sa main  il en fut empêché par le col du lanceur.  Ne voulant pas perdre ses avelines  et pourtant incapable de retirer sa main  il fondit en larmes et déplora amèrement sa déception.  Un passant lui dit : « Contente-toi de la moitié de la quantité et tu retireras facilement ta main. »
paragraph2sentence.train-metaphoric-366-2,La cupidité peut vous faire tout perdre  mais avec modération  vous pouvez obtenir au moins quelque chose.
